Constituent#,Name,Amplitude,Phase,Speed
1,M2,1.643,0.9,28.9841042
2,S2,0.318,24.6,30.0000000
3,N2,0.385,342.1,28.4397295
4,K1,0.289,194.4,15.0410686
5,M4,0.024,221.5,57.9682084
6,O1,0.279,185.3,13.9430356
7,M6,0.045,311.3,86.9523127
8,MK3,0.000,0.0,44.0251729
9,S4,0.011,211.3,60.0000000
10,MN4,0.015,185.2,57.4238337
11,NU2,0.075,341.6,28.5125831
12,S6,0.000,0.0,90.0000000
13,MU2,0.066,339.9,27.9682084
14,2N2,0.050,328.6,27.8953548
15,OO1,0.012,203.4,16.1391017
16,LAM2,0.011,11.8,29.4556253
17,S1,0.030,112.7,15.0000000
18,M1,0.020,189.8,14.4966939
19,J1,0.022,198.9,15.5854433
20,MM,0.088,278.9,0.5443747
21,SSA,0.108,51.1,0.0821373
22,SA,0.203,155.7,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.010,181.3,13.4715145
26,Q1,0.053,172.0,13.3986609
27,T2,0.019,24.6,29.9589333
28,R2,0.002,24.7,30.0410667
29,2Q1,0.007,176.1,12.8542862
30,P1,0.102,192.7,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.000,0.0,43.4761563
33,L2,0.046,19.5,29.5284789
34,2MK3,0.000,0.0,42.9271398
35,K2,0.083,23.4,30.0821373
36,M8,0.000,0.0,115.9364166
37,MS4,0.000,0.0,58.9841042
