Constituent#,Name,Amplitude,Phase,Speed
1,M2,1.590,127.4,28.9841042
2,S2,0.881,149.3,30.0000000
3,N2,0.301,127.1,28.4397295
4,K1,0.341,66.0,15.0410686
5,M4,0.000,0.0,57.9682084
6,O1,0.212,38.7,13.9430356
7,M6,0.000,0.0,86.9523127
8,MK3,0.000,0.0,44.0251729
9,S4,0.000,0.0,60.0000000
10,MN4,0.000,0.0,57.4238337
11,NU2,0.056,125.1,28.5125831
12,S6,0.000,0.0,90.0000000
13,MU2,0.054,127.9,27.9682084
14,2N2,0.044,122.9,27.8953548
15,OO1,0.014,125.2,16.1391017
16,LAM2,0.014,123.6,29.4556253
17,S1,0.011,275.0,15.0000000
18,M1,0.014,72.4,14.4966939
19,J1,0.020,90.8,15.5854433
20,MM,0.023,12.9,0.5443747
21,SSA,0.000,0.0,0.0821373
22,SA,0.000,0.0,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.037,19.9,1.0980331
25,RHO,0.008,27.0,13.4715145
26,Q1,0.043,22.6,13.3986609
27,T2,0.060,149.7,29.9589333
28,R2,0.007,150.2,30.0410667
29,2Q1,0.005,11.7,12.8542862
30,P1,0.104,65.4,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.000,0.0,43.4761563
33,L2,0.048,126.6,29.5284789
34,2MK3,0.000,0.0,42.9271398
35,K2,0.241,145.9,30.0821373
36,M8,0.000,0.0,115.9364166
37,MS4,0.000,0.0,58.9841042
