Constituent#,Name,Amplitude,Phase,Speed
1,M2,1.336,13.8,28.9841042
2,S2,0.224,35.0,30.0000000
3,N2,0.314,354.1,28.4397295
4,K1,0.191,219.0,15.0410686
5,M4,0.011,187.0,57.9682084
6,O1,0.149,236.2,13.9430356
7,M6,0.0,0.0,86.95232
8,MK3,0.0,0.0,44.025173
9,S4,0.008,258.5,60.0000000
10,MN4,0.007,173.5,57.4238337
11,NU2,0.060,353.1,28.5125831
12,S6,0.0,0.0,90.0
13,MU2,0.044,353.4,27.9682084
14,2N2,0.045,339.3,27.8953548
15,OO1,0.007,226.6,16.1391017
16,LAM2,0.013,37.3,29.4556253
17,S1,0.014,249.1,15.0000000
18,M1,0.007,253.7,14.4966939
19,J1,0.014,216.1,15.5854433
20,MM,0.0,0.0,0.5443747
21,SSA,0.177,68.4,0.0821373
22,SA,0.259,204.5,0.0410686
23,MSF,0.0,0.0,1.0158958
24,MF,0.0,0.0,1.0980331
25,RHO,0.005,230.4,13.4715145
26,Q1,0.031,232.6,13.3986609
27,T2,0.026,21.9,29.9589333
28,R2,0.006,251.0,30.0410667
29,2Q1,0.0,0.0,12.854286
30,P1,0.058,219.6,14.9589314
31,2SM2,0.006,39.4,31.0158958
32,M3,0.005,36.3,43.4761563
33,L2,0.033,15.2,29.5284789
34,2MK3,0.0,0.0,42.92714
35,K2,0.058,35.1,30.0821373
36,M8,0.0,0.0,115.93642
37,MS4,0.007,133.3,58.9841042
