Constituent#,Name,Amplitude,Phase,Speed
1,M2,3.748,115.7,28.9841042
2,S2,0.620,140.7,30.0000000
3,N2,0.791,92.6,28.4397295
4,K1,0.327,192.0,15.0410686
5,M4,0.117,145.5,57.9682084
6,O1,0.216,220.6,13.9430356
7,M6,0.261,159.9,86.9523127
8,MK3,0.034,202.8,44.0251729
9,S4,0.013,152.3,60.0000000
10,MN4,0.072,117.2,57.4238337
11,NU2,0.170,92.0,28.5125831
12,S6,0.000,0.0,90.0000000
13,MU2,0.000,0.0,27.9682084
14,2N2,0.097,69.7,27.8953548
15,OO1,0.022,224.5,16.1391017
16,LAM2,0.081,141.7,29.4556253
17,S1,0.031,121.9,15.0000000
18,M1,0.017,228.4,14.4966939
19,J1,0.026,252.1,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.080,60.1,0.0821373
22,SA,0.213,135.5,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.013,204.5,13.4715145
26,Q1,0.057,212.2,13.3986609
27,T2,0.049,112.3,29.9589333
28,R2,0.005,141.8,30.0410667
29,2Q1,0.006,249.1,12.8542862
30,P1,0.104,211.1,14.9589314
31,2SM2,0.010,75.1,31.0158958
32,M3,0.023,181.4,43.4761563
33,L2,0.231,140.4,29.5284789
34,2MK3,0.031,202.4,42.9271398
35,K2,0.173,141.8,30.0821373
36,M8,0.022,155.0,115.9364166
37,MS4,0.025,160.9,58.9841042
