Constituent#,Name,Amplitude,Phase,Speed
1,M2,3.526,12.0,28.9841042
2,S2,0.865,37.6,30.0000000
3,N2,0.680,344.4,28.4397295
4,K1,2.770,278.1,15.0410686
5,M4,0.065,186.1,57.9682084
6,O1,1.511,254.6,13.9430356
7,M6,0.066,328.7,86.9523127
8,MK3,0.000,0.0,44.0251729
9,S4,0.011,244.1,60.0000000
10,MN4,0.000,0.0,57.4238337
11,NU2,0.132,348.1,28.5125831
12,S6,0.009,228.1,90.0000000
13,MU2,0.085,346.4,27.9682084
14,2N2,0.089,316.7,27.8953548
15,OO1,0.064,301.7,16.1391017
16,LAM2,0.024,23.9,29.4556253
17,S1,0.000,0.0,15.0000000
18,M1,0.107,266.5,14.4966939
19,J1,0.120,289.8,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.108,231.1,0.0821373
22,SA,0.253,292.9,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.072,140.5,1.0980331
25,RHO,0.058,244.5,13.4715145
26,Q1,0.293,242.9,13.3986609
27,T2,0.051,36.6,29.9589333
28,R2,0.007,38.6,30.0410667
29,2Q1,0.039,231.3,12.8542862
30,P1,0.916,276.4,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.000,0.0,43.4761563
33,L2,0.098,39.6,29.5284789
34,2MK3,0.000,0.0,42.9271398
35,K2,0.235,39.6,30.0821373
36,M8,0.003,129.6,115.9364166
37,MS4,0.000,0.0,58.9841042
