Constituent#,Name,Amplitude,Phase,Speed
1,M2,0.937,144.2,28.9841042
2,S2,0.315,156.1,30.0000000
3,N2,0.188,130.6,28.4397295
4,K1,0.520,9.9,15.0410686
5,M4,0.056,123.5,57.9682084
6,O1,0.470,2.8,13.9430356
7,M6,0.025,124.8,86.9523127
8,MK3,0.029,322.0,44.0251729
9,S4,0.012,235.2,60.0000000
10,MN4,0.026,88.4,57.4238337
11,NU2,0.043,142.3,28.5125831
12,S6,0.000,0.0,90.0000000
13,MU2,0.029,55.2,27.9682084
14,2N2,0.026,109.4,27.8953548
15,OO1,0.015,22.3,16.1391017
16,LAM2,0.006,149.7,29.4556253
17,S1,0.055,104.0,15.0000000
18,M1,0.026,34.0,14.4966939
19,J1,0.032,7.9,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.099,66.7,0.0821373
22,SA,0.246,167.9,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.019,359.5,13.4715145
26,Q1,0.100,349.4,13.3986609
27,T2,0.015,147.7,29.9589333
28,R2,0.002,156.7,30.0410667
29,2Q1,0.013,327.6,12.8542862
30,P1,0.169,8.8,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.000,0.0,43.4761563
33,L2,0.026,186.8,29.5284789
34,2MK3,0.029,301.6,42.9271398
35,K2,0.090,149.4,30.0821373
36,M8,0.000,0.0,115.9364166
37,MS4,0.025,152.2,58.9841042
