Constituent#,Name,Amplitude,Phase,Speed
1,M2,1.686,7.8,28.9841042
2,S2,0.381,29.4,30.0000000
3,N2,0.417,354.6,28.4397295
4,K1,0.191,168.3,15.0410686
5,M4,0.237,43.3,57.9682084
6,O1,0.170,199.9,13.9430356
7,M6,0.008,24.8,86.9523127
8,MK3,0.000,0.0,44.0251729
9,S4,0.014,315.5,60.0000000
10,MN4,0.000,0.0,57.4238337
11,NU2,0.081,356.4,28.5125831
12,S6,0.009,83.6,90.0000000
13,MU2,0.040,204.1,27.9682084
14,2N2,0.055,341.3,27.8953548
15,OO1,0.007,137.2,16.1391017
16,LAM2,0.012,18.0,29.4556253
17,S1,0.000,0.0,15.0000000
18,M1,0.012,184.1,14.4966939
19,J1,0.013,153.0,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.066,61.8,0.0821373
22,SA,0.200,140.5,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.006,213.3,13.4715145
26,Q1,0.033,215.4,13.3986609
27,T2,0.023,28.5,29.9589333
28,R2,0.003,30.2,30.0410667
29,2Q1,0.004,230.9,12.8542862
30,P1,0.063,170.6,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.000,0.0,43.4761563
33,L2,0.047,21.2,29.5284789
34,2MK3,0.000,0.0,42.9271398
35,K2,0.104,31.2,30.0821373
36,M8,0.007,142.2,115.9364166
37,MS4,0.000,0.0,58.9841042
