Constituent#,Name,Amplitude,Phase,Speed
1,M2,4.528,110.7,28.9841042
2,S2,0.693,148.9,30.0000000
3,N2,1.031,82.6,28.4397295
4,K1,0.484,203.2,15.0410686
5,M4,0.084,34.8,57.9682084
6,O1,0.387,189.2,13.9430356
7,M6,0.115,292.7,86.9523127
8,MK3,0.000,0.0,44.0251729
9,S4,0.006,185.4,60.0000000
10,MN4,0.000,0.0,57.4238337
11,NU2,0.200,86.3,28.5125831
12,S6,0.003,190.4,90.0000000
13,MU2,0.109,290.4,27.9682084
14,2N2,0.137,54.4,27.8953548
15,OO1,0.017,217.0,16.1391017
16,LAM2,0.032,128.4,29.4556253
17,S1,0.000,0.0,15.0000000
18,M1,0.027,196.2,14.4966939
19,J1,0.031,210.0,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.059,89.8,0.0821373
22,SA,0.105,126.3,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.015,183.2,13.4715145
26,Q1,0.075,182.2,13.3986609
27,T2,0.041,147.4,29.9589333
28,R2,0.006,150.5,30.0410667
29,2Q1,0.010,175.3,12.8542862
30,P1,0.160,202.2,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.000,0.0,43.4761563
33,L2,0.127,138.8,29.5284789
34,2MK3,0.000,0.0,42.9271398
35,K2,0.188,152.0,30.0821373
36,M8,0.022,249.4,115.9364166
37,MS4,0.000,0.0,58.9841042
