Constituent#,Name,Amplitude,Phase,Speed
1,M2,0.082,214.6,28.9841042
2,S2,0.052,264.5,30.0000000
3,N2,0.016,255.8,28.4397295
4,K1,0.518,70.0,15.0410686
5,M4,0.010,202.8,57.9682084
6,O1,0.489,59.8,13.9430356
7,M6,0.000,0.0,86.9523127
8,MK3,0.020,251.7,44.0251729
9,S4,0.007,338.7,60.0000000
10,MN4,0.007,155.4,57.4238337
11,NU2,0.003,274.7,28.5125831
12,S6,0.000,0.0,90.0000000
13,MU2,0.000,0.0,27.9682084
14,2N2,0.007,334.6,27.8953548
15,OO1,0.039,57.2,16.1391017
16,LAM2,0.003,195.4,29.4556253
17,S1,0.066,211.3,15.0000000
18,M1,0.020,124.2,14.4966939
19,J1,0.023,100.8,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.164,31.7,0.0821373
22,SA,0.348,128.3,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.020,45.9,13.4715145
26,Q1,0.098,50.0,13.3986609
27,T2,0.007,120.6,29.9589333
28,R2,0.007,262.2,30.0410667
29,2Q1,0.013,54.7,12.8542862
30,P1,0.144,73.4,14.9589314
31,2SM2,0.003,78.9,31.0158958
32,M3,0.003,137.4,43.4761563
33,L2,0.003,224.8,29.5284789
34,2MK3,0.016,236.1,42.9271398
35,K2,0.043,230.4,30.0821373
36,M8,0.000,0.0,115.9364166
37,MS4,0.003,235.4,58.9841042
