Constituent#,Name,Amplitude,Phase,Speed
1,M2,2.776,291.8,28.9841042
2,S2,0.659,325.5,30.0000000
3,N2,0.495,271.6,28.4397295
4,K1,1.063,274.8,15.0410686
5,M4,0.220,145.5,57.9682084
6,O1,0.620,261.5,13.9430356
7,M6,0.036,233.5,86.9523127
8,MK3,0.197,133.5,44.0251729
9,S4,0.010,213.9,60.0000000
10,MN4,0.082,130.7,57.4238337
11,NU2,0.118,274.2,28.5125831
12,S6,0.000,0.0,90.0000000
13,MU2,0.098,50.5,27.9682084
14,2N2,0.069,229.2,27.8953548
15,OO1,0.023,332.7,16.1391017
16,LAM2,0.075,279.0,29.4556253
17,S1,0.013,128.4,15.0000000
18,M1,0.056,4.7,14.4966939
19,J1,0.046,325.1,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.000,0.0,0.0821373
22,SA,0.000,0.0,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.020,301.2,13.4715145
26,Q1,0.105,267.7,13.3986609
27,T2,0.043,314.0,29.9589333
28,R2,0.023,14.8,30.0410667
29,2Q1,0.016,227.2,12.8542862
30,P1,0.289,275.3,14.9589314
31,2SM2,0.036,148.7,31.0158958
32,M3,0.033,330.8,43.4761563
33,L2,0.128,302.4,29.5284789
34,2MK3,0.207,121.6,42.9271398
35,K2,0.233,312.3,30.0821373
36,M8,0.013,74.0,115.9364166
37,MS4,0.112,171.9,58.9841042
