Constituent#,Name,Amplitude,Phase,Speed
1,M2,2.297,215.1,28.9841042
2,S2,0.573,236.6,30.0000000
3,N2,0.486,190.5,28.4397295
4,K1,1.315,233.4,15.0410686
5,M4,0.038,200.6,57.9682084
6,O1,0.816,217.2,13.9430356
7,M6,0.021,284.7,86.9523127
8,MK3,0.020,197.5,44.0251729
9,S4,0.000,0.0,60.0000000
10,MN4,0.015,177.4,57.4238337
11,NU2,0.096,194.5,28.5125831
12,S6,0.000,0.0,90.0000000
13,MU2,0.034,173.0,27.9682084
14,2N2,0.055,164.2,27.8953548
15,OO1,0.044,265.9,16.1391017
16,LAM2,0.019,215.8,29.4556253
17,S1,0.038,35.0,15.0000000
18,M1,0.044,252.4,14.4966939
19,J1,0.071,248.3,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.125,264.1,0.0821373
22,SA,0.214,255.0,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.045,149.0,1.0980331
25,RHO,0.027,210.3,13.4715145
26,Q1,0.143,211.3,13.3986609
27,T2,0.034,235.8,29.9589333
28,R2,0.005,237.5,30.0410667
29,2Q1,0.016,216.4,12.8542862
30,P1,0.412,231.2,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.000,0.0,43.4761563
33,L2,0.053,225.2,29.5284789
34,2MK3,0.000,0.0,42.9271398
35,K2,0.155,228.3,30.0821373
36,M8,0.000,0.0,115.9364166
37,MS4,0.019,239.1,58.9841042
