Constituent#,Name,Amplitude,Phase,Speed
1,M2,1.780,256.6,28.9841042
2,S2,0.292,277.8,30.0000000
3,N2,0.318,230.9,28.4397295
4,K1,0.946,256.5,15.0410686
5,M4,0.165,100.9,57.9682084
6,O1,0.565,253.6,13.9430356
7,M6,0.024,227.0,86.9523127
8,MK3,0.000,0.0,44.0251729
9,S4,0.009,210.4,60.0000000
10,MN4,0.000,0.0,57.4238337
11,NU2,0.062,234.3,28.5125831
12,S6,0.002,179.1,90.0000000
13,MU2,0.041,236.3,27.9682084
14,2N2,0.042,205.6,27.8953548
15,OO1,0.024,259.0,16.1391017
16,LAM2,0.013,265.9,29.4556253
17,S1,0.000,0.0,15.0000000
18,M1,0.040,255.0,14.4966939
19,J1,0.044,257.9,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.128,286.9,0.0821373
22,SA,0.125,221.4,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.021,252.2,13.4715145
26,Q1,0.109,252.2,13.3986609
27,T2,0.018,276.8,29.9589333
28,R2,0.003,277.5,30.0410667
29,2Q1,0.015,250.3,12.8542862
30,P1,0.313,256.2,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.000,0.0,43.4761563
33,L2,0.050,282.6,29.5284789
34,2MK3,0.000,0.0,42.9271398
35,K2,0.079,279.6,30.0821373
36,M8,0.012,68.3,115.9364166
37,MS4,0.000,0.0,58.9841042
