Constituent#,Name,Amplitude,Phase,Speed
1,M2,3.724,269.3,28.9841042
2,S2,1.098,301.2,30.0000000
3,N2,0.777,243.0,28.4397295
4,K1,1.450,263.2,15.0410686
5,M4,0.009,294.3,57.9682084
6,O1,0.893,247.0,13.9430356
7,M6,0.001,238.0,86.9523127
8,MK3,0.000,0.0,44.0251729
9,S4,0.005,80.3,60.0000000
10,MN4,0.000,0.0,57.4238337
11,NU2,0.151,246.5,28.5125831
12,S6,0.001,353.2,90.0000000
13,MU2,0.089,331.2,27.9682084
14,2N2,0.103,216.7,27.8953548
15,OO1,0.038,279.4,16.1391017
16,LAM2,0.026,284.1,29.4556253
17,S1,0.000,0.0,15.0000000
18,M1,0.063,255.1,14.4966939
19,J1,0.071,271.2,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.000,0.0,0.0821373
22,SA,0.000,0.0,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.034,240.0,13.4715145
26,Q1,0.173,239.0,13.3986609
27,T2,0.065,299.9,29.9589333
28,R2,0.009,302.5,30.0410667
29,2Q1,0.023,230.9,12.8542862
30,P1,0.480,262.0,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.000,0.0,43.4761563
33,L2,0.104,295.7,29.5284789
34,2MK3,0.000,0.0,42.9271398
35,K2,0.299,303.8,30.0821373
36,M8,0.002,277.2,115.9364166
37,MS4,0.000,0.0,58.9841042
