Constituent#,Name,Amplitude,Phase,Speed
1,M2,0.440,108.5,28.9841042
2,S2,0.052,135.1,30.0000000
3,N2,0.079,94.1,28.4397295
4,K1,0.069,279.9,15.0410686
5,M4,0.026,189.5,57.9682084
6,O1,0.052,282.4,13.9430356
7,M6,0.033,120.8,86.9523127
8,MK3,0.010,174.9,44.0251729
9,S4,0.003,103.9,60.0000000
10,MN4,0.010,158.8,57.4238337
11,NU2,0.020,94.0,28.5125831
12,S6,0.000,0.0,90.0000000
13,MU2,0.013,210.0,27.9682084
14,2N2,0.007,82.9,27.8953548
15,OO1,0.003,11.1,16.1391017
16,LAM2,0.013,114.0,29.4556253
17,S1,0.016,240.4,15.0000000
18,M1,0.003,58.3,14.4966939
19,J1,0.003,231.4,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.282,68.1,0.0821373
22,SA,0.453,191.3,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.003,295.0,13.4715145
26,Q1,0.010,277.5,13.3986609
27,T2,0.007,121.3,29.9589333
28,R2,0.003,6.5,30.0410667
29,2Q1,0.007,291.3,12.8542862
30,P1,0.020,269.2,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.007,280.9,43.4761563
33,L2,0.036,115.8,29.5284789
34,2MK3,0.013,161.9,42.9271398
35,K2,0.016,136.4,30.0821373
36,M8,0.003,156.7,115.9364166
37,MS4,0.007,251.7,58.9841042
