Constituent#,Name,Amplitude,Phase,Speed
1,M2,2.587,246.2,28.9841042
2,S2,0.757,272.5,30.0000000
3,N2,0.552,222.3,28.4397295
4,K1,1.627,248.5,15.0410686
5,M4,0.035,58.8,57.9682084
6,O1,1.004,231.6,13.9430356
7,M6,0.024,184.2,86.9523127
8,MK3,0.051,325.3,44.0251729
9,S4,0.000,0.0,60.0000000
10,MN4,0.018,28.0,57.4238337
11,NU2,0.104,226.5,28.5125831
12,S6,0.000,0.0,90.0000000
13,MU2,0.074,202.5,27.9682084
14,2N2,0.066,196.6,27.8953548
15,OO1,0.054,283.5,16.1391017
16,LAM2,0.010,270.0,29.4556253
17,S1,0.043,29.3,15.0000000
18,M1,0.056,263.4,14.4966939
19,J1,0.090,264.8,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.000,0.0,0.0821373
22,SA,0.412,289.9,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.060,164.6,1.0980331
25,RHO,0.034,219.6,13.4715145
26,Q1,0.180,223.8,13.3986609
27,T2,0.041,267.2,29.9589333
28,R2,0.010,288.0,30.0410667
29,2Q1,0.019,227.4,12.8542862
30,P1,0.509,246.8,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.000,0.0,43.4761563
33,L2,0.041,265.6,29.5284789
34,2MK3,0.032,321.6,42.9271398
35,K2,0.194,266.9,30.0821373
36,M8,0.000,0.0,115.9364166
37,MS4,0.022,68.6,58.9841042
