Constituent#,Name,Amplitude,Phase,Speed
1,M2,1.246,21.0,28.9841042
2,S2,0.227,45.8,30.0000000
3,N2,0.294,1.4,28.4397295
4,K1,0.189,184.9,15.0410686
5,M4,0.017,199.7,57.9682084
6,O1,0.149,208.9,13.9430356
7,M6,0.019,293.4,86.9523127
8,MK3,0.000,0.0,44.0251729
9,S4,0.000,0.0,60.0000000
10,MN4,0.010,199.2,57.4238337
11,NU2,0.055,359.2,28.5125831
12,S6,0.000,0.0,90.0000000
13,MU2,0.039,13.7,27.9682084
14,2N2,0.042,347.4,27.8953548
15,OO1,0.011,215.2,16.1391017
16,LAM2,0.011,35.7,29.4556253
17,S1,0.035,83.3,15.0000000
18,M1,0.013,204.0,14.4966939
19,J1,0.013,201.5,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.138,34.0,0.0821373
22,SA,0.179,152.0,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.010,201.1,13.4715145
26,Q1,0.029,191.1,13.3986609
27,T2,0.019,35.7,29.9589333
28,R2,0.002,46.9,30.0410667
29,2Q1,0.004,232.6,12.8542862
30,P1,0.060,188.1,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.000,0.0,43.4761563
33,L2,0.047,28.8,29.5284789
34,2MK3,0.000,0.0,42.9271398
35,K2,0.061,46.4,30.0821373
36,M8,0.000,0.0,115.9364166
37,MS4,0.011,147.5,58.9841042
