Constituent#,Name,Amplitude,Phase,Speed
1,M2,1.314,135.3,28.9841042
2,S2,0.187,161.2,30.0000000
3,N2,0.243,116.7,28.4397295
4,K1,0.259,206.7,15.0410686
5,M4,0.053,161.7,57.9682084
6,O1,0.181,248.7,13.9430356
7,M6,0.044,79.6,86.9523127
8,MK3,0.000,0.0,44.0251729
9,S4,0.008,219.6,60.0000000
10,MN4,0.000,0.0,57.4238337
11,NU2,0.047,119.2,28.5125831
12,S6,0.000,166.3,90.0000000
13,MU2,0.031,324.3,27.9682084
14,2N2,0.032,98.1,27.8953548
15,OO1,0.008,164.7,16.1391017
16,LAM2,0.009,147.3,29.4556253
17,S1,0.000,0.0,15.0000000
18,M1,0.013,227.5,14.4966939
19,J1,0.014,185.9,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.000,0.0,0.0821373
22,SA,0.000,0.0,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.007,266.7,13.4715145
26,Q1,0.035,269.5,13.3986609
27,T2,0.011,160.2,29.9589333
28,R2,0.002,162.2,30.0410667
29,2Q1,0.005,290.3,12.8542862
30,P1,0.086,209.9,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.000,0.0,43.4761563
33,L2,0.037,153.9,29.5284789
34,2MK3,0.000,0.0,42.9271398
35,K2,0.051,163.3,30.0821373
36,M8,0.012,72.3,115.9364166
37,MS4,0.000,0.0,58.9841042
