Constituent#,Name,Amplitude,Phase,Speed
1,M2,2.569,10.4,28.9841042
2,S2,0.390,36.1,30.0000000
3,N2,0.564,354.9,28.4397295
4,K1,0.345,199.7,15.0410686
5,M4,0.108,209.6,57.9682084
6,O1,0.260,203.4,13.9430356
7,M6,0.020,135.3,86.9523127
8,MK3,0.025,4.4,44.0251729
9,S4,0.000,0.0,60.0000000
10,MN4,0.046,201.4,57.4238337
11,NU2,0.114,351.4,28.5125831
12,S6,0.000,0.0,90.0000000
13,MU2,0.083,40.0,27.9682084
14,2N2,0.071,343.3,27.8953548
15,OO1,0.016,217.3,16.1391017
16,LAM2,0.044,356.1,29.4556253
17,S1,0.060,173.9,15.0000000
18,M1,0.015,243.3,14.4966939
19,J1,0.018,213.5,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.173,50.5,0.0821373
22,SA,0.255,176.3,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.013,198.0,13.4715145
26,Q1,0.057,198.9,13.3986609
27,T2,0.050,19.9,29.9589333
28,R2,0.018,263.8,30.0410667
29,2Q1,0.007,207.1,12.8542862
30,P1,0.119,198.3,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.056,114.8,43.4761563
33,L2,0.110,5.0,29.5284789
34,2MK3,0.017,30.6,42.9271398
35,K2,0.100,37.1,30.0821373
36,M8,0.000,0.0,115.9364166
37,MS4,0.032,237.7,58.9841042
