Constituent#,Name,Amplitude,Phase,Speed
1,M2,1.686,307.1,28.9841042
2,S2,0.479,326.4,30.0000000
3,N2,0.382,280.1,28.4397295
4,K1,2.188,261.8,15.0410686
5,M4,0.049,100.3,57.9682084
6,O1,1.284,241.6,13.9430356
7,M6,0.050,196.2,86.9523127
8,MK3,0.064,22.4,44.0251729
9,S4,0.000,0.0,60.0000000
10,MN4,0.025,68.1,57.4238337
11,NU2,0.069,286.7,28.5125831
12,S6,0.000,0.0,90.0000000
13,MU2,0.090,234.0,27.9682084
14,2N2,0.048,248.6,27.8953548
15,OO1,0.074,301.6,16.1391017
16,LAM2,0.020,51.8,29.4556253
17,S1,0.057,15.6,15.0000000
18,M1,0.070,273.8,14.4966939
19,J1,0.128,286.0,15.5854433
20,MM,0.076,187.7,0.5443747
21,SSA,0.000,0.0,0.0821373
22,SA,0.333,287.6,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.046,146.8,1.0980331
25,RHO,0.038,233.2,13.4715145
26,Q1,0.218,232.8,13.3986609
27,T2,0.025,335.5,29.9589333
28,R2,0.004,327.2,30.0410667
29,2Q1,0.023,221.8,12.8542862
30,P1,0.680,259.4,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.010,142.1,43.4761563
33,L2,0.041,31.9,29.5284789
34,2MK3,0.066,19.3,42.9271398
35,K2,0.089,332.7,30.0821373
36,M8,0.000,0.0,115.9364166
37,MS4,0.029,118.5,58.9841042
