Constituent#,Name,Amplitude,Phase,Speed
1,M2,1.335,20.4,28.9841042
2,S2,0.169,64.3,30.0000000
3,N2,0.247,356.5,28.4397295
4,K1,0.150,357.0,15.0410686
5,M4,0.139,320.9,57.9682084
6,O1,0.114,22.6,13.9430356
7,M6,0.039,191.3,86.9523127
8,MK3,0.038,255.4,44.0251729
9,S4,0.000,0.0,60.0000000
10,MN4,0.051,297.6,57.4238337
11,NU2,0.057,1.3,28.5125831
12,S6,0.000,0.0,90.0000000
13,MU2,0.026,117.7,27.9682084
14,2N2,0.023,323.6,27.8953548
15,OO1,0.011,57.0,16.1391017
16,LAM2,0.042,45.4,29.4556253
17,S1,0.038,326.3,15.0000000
18,M1,0.008,9.7,14.4966939
19,J1,0.009,344.3,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.125,40.0,0.0821373
22,SA,0.251,110.6,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.004,33.6,13.4715145
26,Q1,0.023,345.8,13.3986609
27,T2,0.017,104.1,29.9589333
28,R2,0.014,85.4,30.0410667
29,2Q1,0.003,48.0,12.8542862
30,P1,0.042,4.4,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.000,0.0,43.4761563
33,L2,0.087,33.5,29.5284789
34,2MK3,0.035,266.7,42.9271398
35,K2,0.060,62.2,30.0821373
36,M8,0.013,106.3,115.9364166
37,MS4,0.035,9.2,58.9841042
