Constituent#,Name,Amplitude,Phase,Speed
1,M2,4.698,105.8,28.9841042
2,S2,0.685,146.0,30.0000000
3,N2,1.010,71.6,28.4397295
4,K1,0.484,201.4,15.0410686
5,M4,0.074,309.9,57.9682084
6,O1,0.361,186.2,13.9430356
7,M6,0.012,218.6,86.9523127
8,MK3,0.000,0.0,44.0251729
9,S4,0.003,353.8,60.0000000
10,MN4,0.000,0.0,57.4238337
11,NU2,0.195,76.1,28.5125831
12,S6,0.004,168.6,90.0000000
13,MU2,0.111,65.5,27.9682084
14,2N2,0.134,37.3,27.8953548
15,OO1,0.015,216.4,16.1391017
16,LAM2,0.033,124.5,29.4556253
17,S1,0.000,0.0,15.0000000
18,M1,0.025,193.9,14.4966939
19,J1,0.028,208.8,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.066,105.8,0.0821373
22,SA,0.105,128.3,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.015,179.8,13.4715145
26,Q1,0.071,178.8,13.3986609
27,T2,0.041,144.3,29.9589333
28,R2,0.007,147.7,30.0410667
29,2Q1,0.010,171.4,12.8542862
30,P1,0.161,200.2,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.000,0.0,43.4761563
33,L2,0.131,140.1,29.5284789
34,2MK3,0.000,0.0,42.9271398
35,K2,0.185,149.3,30.0821373
36,M8,0.021,118.0,115.9364166
37,MS4,0.000,0.0,58.9841042
