Constituent#,Name,Amplitude,Phase,Speed
1,M2,1.340,30.7,28.9841042
2,S2,0.161,81.5,30.0000000
3,N2,0.245,9.9,28.4397295
4,K1,0.129,10.1,15.0410686
5,M4,0.184,343.7,57.9682084
6,O1,0.122,22.1,13.9430356
7,M6,0.036,258.0,86.9523127
8,MK3,0.000,0.0,44.0251729
9,S4,0.005,47.4,60.0000000
10,MN4,0.000,0.0,57.4238337
11,NU2,0.048,12.8,28.5125831
12,S6,0.000,232.9,90.0000000
13,MU2,0.032,185.7,27.9682084
14,2N2,0.030,348.0,27.8953548
15,OO1,0.003,356.4,16.1391017
16,LAM2,0.009,54.4,29.4556253
17,S1,0.000,0.0,15.0000000
18,M1,0.009,15.3,14.4966939
19,J1,0.008,1.9,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.125,40.0,0.0821373
22,SA,0.253,110.6,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.004,27.9,13.4715145
26,Q1,0.021,28.5,13.3986609
27,T2,0.009,79.4,29.9589333
28,R2,0.001,83.5,30.0410667
29,2Q1,0.002,33.8,12.8542862
30,P1,0.043,10.7,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.000,0.0,43.4761563
33,L2,0.037,52.1,29.5284789
34,2MK3,0.000,0.0,42.9271398
35,K2,0.044,85.6,30.0821373
36,M8,0.006,164.4,115.9364166
37,MS4,0.000,0.0,58.9841042
