Constituent#,Name,Amplitude,Phase,Speed
1,M2,1.882,0.5,28.9841042
2,S2,0.474,22.0,30.0000000
3,N2,0.410,330.5,28.4397295
4,K1,2.482,276.4,15.0410686
5,M4,0.079,121.8,57.9682084
6,O1,1.432,255.7,13.9430356
7,M6,0.033,202.4,86.9523127
8,MK3,0.095,24.6,44.0251729
9,S4,0.006,149.6,60.0000000
10,MN4,0.036,89.2,57.4238337
11,NU2,0.080,340.1,28.5125831
12,S6,0.000,0.0,90.0000000
13,MU2,0.087,260.8,27.9682084
14,2N2,0.046,279.6,27.8953548
15,OO1,0.100,332.9,16.1391017
16,LAM2,0.028,69.3,29.4556253
17,S1,0.062,57.1,15.0000000
18,M1,0.098,287.5,14.4966939
19,J1,0.144,303.5,15.5854433
20,MM,0.075,187.7,0.5443747
21,SSA,0.000,0.0,0.0821373
22,SA,0.331,287.6,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.046,146.8,1.0980331
25,RHO,0.049,246.0,13.4715145
26,Q1,0.246,245.9,13.3986609
27,T2,0.033,24.5,29.9589333
28,R2,0.005,332.5,30.0410667
29,2Q1,0.023,243.5,12.8542862
30,P1,0.797,274.8,14.9589314
31,2SM2,0.010,317.0,31.0158958
32,M3,0.018,44.6,43.4761563
33,L2,0.070,53.1,29.5284789
34,2MK3,0.074,15.7,42.9271398
35,K2,0.133,38.7,30.0821373
36,M8,0.003,72.5,115.9364166
37,MS4,0.046,142.4,58.9841042
