Constituent#,Name,Amplitude,Phase,Speed
1,M2,4.901,98.2,28.9841042
2,S2,0.717,134.1,30.0000000
3,N2,1.123,65.9,28.4397295
4,K1,0.463,197.7,15.0410686
5,M4,0.028,50.7,57.9682084
6,O1,0.363,178.6,13.9430356
7,M6,0.125,99.8,86.9523127
8,MK3,0.000,0.0,44.0251729
9,S4,0.006,237.9,60.0000000
10,MN4,0.000,0.0,57.4238337
11,NU2,0.217,70.3,28.5125831
12,S6,0.002,290.0,90.0000000
13,MU2,0.117,62.3,27.9682084
14,2N2,0.148,33.7,27.8953548
15,OO1,0.016,216.7,16.1391017
16,LAM2,0.034,114.8,29.4556253
17,S1,0.000,0.0,15.0000000
18,M1,0.026,188.2,14.4966939
19,J1,0.030,207.1,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.000,0.0,0.0821373
22,SA,0.000,0.0,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.013,170.4,13.4715145
26,Q1,0.070,169.2,13.3986609
27,T2,0.042,132.6,29.9589333
28,R2,0.007,135.5,30.0410667
29,2Q1,0.010,159.7,12.8542862
30,P1,0.153,196.2,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.000,0.0,43.4761563
33,L2,0.137,130.4,29.5284789
34,2MK3,0.000,0.0,42.9271398
35,K2,0.194,137.0,30.0821373
36,M8,0.012,164.8,115.9364166
37,MS4,0.000,0.0,58.9841042
