Constituent#,Name,Amplitude,Phase,Speed
1,M2,1.286,22.3,28.9841042
2,S2,0.223,44.7,30.0000000
3,N2,0.285,2.0,28.4397295
4,K1,0.190,182.3,15.0410686
5,M4,0.020,238.0,57.9682084
6,O1,0.148,215.7,13.9430356
7,M6,0.013,294.9,86.9523127
8,MK3,0.000,0.0,44.0251729
9,S4,0.007,265.8,60.0000000
10,MN4,0.000,0.0,57.4238337
11,NU2,0.056,4.7,28.5125831
12,S6,0.003,314.6,90.0000000
13,MU2,0.030,360.0,27.9682084
14,2N2,0.036,341.7,27.8953548
15,OO1,0.007,148.3,16.1391017
16,LAM2,0.010,32.6,29.4556253
17,S1,0.000,0.0,15.0000000
18,M1,0.010,198.4,14.4966939
19,J1,0.013,163.5,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.138,34.0,0.0821373
22,SA,0.180,152.0,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.007,232.2,13.4715145
26,Q1,0.030,233.0,13.3986609
27,T2,0.013,43.7,29.9589333
28,R2,0.003,45.4,30.0410667
29,2Q1,0.003,248.9,12.8542862
30,P1,0.062,184.8,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.000,0.0,43.4761563
33,L2,0.036,42.4,29.5284789
34,2MK3,0.000,0.0,42.9271398
35,K2,0.059,46.5,30.0821373
36,M8,0.003,356.7,115.9364166
37,MS4,0.000,0.0,58.9841042
