Constituent#,Name,Amplitude,Phase,Speed
1,M2,0.574,197.0,28.9841042
2,S2,0.186,211.7,30.0000000
3,N2,0.098,191.3,28.4397295
4,K1,0.547,49.9,15.0410686
5,M4,0.011,230.8,57.9682084
6,O1,0.507,37.7,13.9430356
7,M6,0.000,0.0,86.9523127
8,MK3,0.012,129.0,44.0251729
9,S4,0.000,0.0,60.0000000
10,MN4,0.000,0.0,57.4238337
11,NU2,0.029,198.7,28.5125831
12,S6,0.000,0.0,90.0000000
13,MU2,0.030,20.7,27.9682084
14,2N2,0.012,193.5,27.8953548
15,OO1,0.021,62.0,16.1391017
16,LAM2,0.014,226.2,29.4556253
17,S1,0.056,138.5,15.0000000
18,M1,0.017,79.3,14.4966939
19,J1,0.027,91.1,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.107,41.0,0.0821373
22,SA,0.301,150.8,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.017,4.2,13.4715145
26,Q1,0.095,26.2,13.3986609
27,T2,0.013,187.1,29.9589333
28,R2,0.001,212.4,30.0410667
29,2Q1,0.016,9.5,12.8542862
30,P1,0.162,57.6,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.000,0.0,43.4761563
33,L2,0.036,219.8,29.5284789
34,2MK3,0.000,0.0,42.9271398
35,K2,0.081,215.0,30.0821373
36,M8,0.000,0.0,115.9364166
37,MS4,0.000,0.0,58.9841042
