Constituent#,Name,Amplitude,Phase,Speed
1,M2,5.215,98.2,28.9841042
2,S2,0.744,134.5,30.0000000
3,N2,1.164,63.5,28.4397295
4,K1,0.484,195.9,15.0410686
5,M4,0.040,58.2,57.9682084
6,O1,0.375,177.9,13.9430356
7,M6,0.170,118.1,86.9523127
8,MK3,0.000,0.0,44.0251729
9,S4,0.003,137.5,60.0000000
10,MN4,0.000,0.0,57.4238337
11,NU2,0.226,68.1,28.5125831
12,S6,0.017,76.1,90.0000000
13,MU2,0.125,284.1,27.9682084
14,2N2,0.155,28.8,27.8953548
15,OO1,0.016,214.0,16.1391017
16,LAM2,0.037,115.1,29.4556253
17,S1,0.000,0.0,15.0000000
18,M1,0.027,187.0,14.4966939
19,J1,0.030,204.9,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.066,105.8,0.0821373
22,SA,0.105,128.3,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.014,170.2,13.4715145
26,Q1,0.073,168.9,13.3986609
27,T2,0.044,133.0,29.9589333
28,R2,0.006,135.9,30.0410667
29,2Q1,0.010,160.0,12.8542862
30,P1,0.160,194.6,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.000,0.0,43.4761563
33,L2,0.146,132.8,29.5284789
34,2MK3,0.000,0.0,42.9271398
35,K2,0.202,137.4,30.0821373
36,M8,0.017,163.6,115.9364166
37,MS4,0.000,0.0,58.9841042
