Constituent#,Name,Amplitude,Phase,Speed
1,M2,0.570,3.3,28.9841042
2,S2,0.090,39.2,30.0000000
3,N2,0.128,337.5,28.4397295
4,K1,0.320,209.3,15.0410686
5,M4,0.002,97.8,57.9682084
6,O1,0.256,211.2,13.9430356
7,M6,0.003,0.5,86.9523127
8,MK3,0.008,77.8,44.0251729
9,S4,0.000,121.6,60.0000000
10,MN4,0.002,73.2,57.4238337
11,NU2,0.025,341.8,28.5125831
12,S6,0.001,142.2,90.0000000
13,MU2,0.017,356.5,27.9682084
14,2N2,0.018,318.9,27.8953548
15,OO1,0.015,215.3,16.1391017
16,LAM2,0.004,41.5,29.4556253
17,S1,0.016,230.3,15.0000000
18,M1,0.014,233.1,14.4966939
19,J1,0.020,212.7,15.5854433
20,MM,0.022,319.4,0.5443747
21,SSA,0.000,0.0,0.0821373
22,SA,0.163,187.7,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.053,350.5,1.0980331
25,RHO,0.008,200.0,13.4715145
26,Q1,0.049,199.4,13.3986609
27,T2,0.011,24.2,29.9589333
28,R2,0.002,182.7,30.0410667
29,2Q1,0.004,173.1,12.8542862
30,P1,0.095,208.8,14.9589314
31,2SM2,0.002,46.5,31.0158958
32,M3,0.003,346.2,43.4761563
33,L2,0.017,10.3,29.5284789
34,2MK3,0.005,80.1,42.9271398
35,K2,0.026,42.0,30.0821373
36,M8,0.002,189.5,115.9364166
37,MS4,0.002,46.8,58.9841042
