Constituent#,Name,Amplitude,Phase,Speed
1,M2,0.958,284.5,28.984104
2,S2,0.223,22.1,30
3,N2,0.167,235.4,28.43973
4,K1,0.295,6.6,15.041069
5,M4,0.03,30.8,57.96821
6,O1,0.19,341.3,13.943035
7,M6,0.016,223.9,86.95232
8,MK3,0,0,44.025173
9,S4,0.003,7.8,60
10,MN4,0,0,57.423832
11,NU2,0.033,242.1,28.512583
12,S6,0.003,35.2,90
13,MU2,0.023,186.9,27.968208
14,2N2,0.02,186.4,27.895355
15,OO1,0.007,32,16.139101
16,LAM2,0.007,329.8,29.455626
17,S1,0,0,15
18,M1,0.013,354,14.496694
19,J1,0.013,19.3,15.5854435
20,MM,0,0,0.5443747
21,SSA,0,0,0.0821373
22,SA,0,0,0.0410686
23,MSF,0,0,1.0158958
24,MF,0,0,1.0980331
25,RHO,0.007,330.3,13.471515
26,Q1,0.036,328.7,13.398661
27,T2,0.013,18.1,29.958933
28,R2,0.003,26,30.041067
29,2Q1,0.003,317.3,12.854286
30,P1,0.098,4.8,14.958931
31,2SM2,0,0,31.015896
32,M3,0,0,43.47616
33,L2,0.026,331.8,29.528479
34,2MK3,0,0,42.92714
35,K2,0.059,30,30.082138
36,M8,0.003,50.7,115.93642
37,MS4,0,0,58.984104
