Constituent#,Name,Amplitude,Phase,Speed
1,M2,1.988,248.3,28.9841042
2,S2,0.508,275.5,30.0000000
3,N2,0.397,224.6,28.4397295
4,K1,0.812,263.2,15.0410686
5,M4,0.314,98.8,57.9682084
6,O1,0.462,266.8,13.9430356
7,M6,0.038,233.2,86.9523127
8,MK3,0.000,0.0,44.0251729
9,S4,0.017,162.4,60.0000000
10,MN4,0.000,0.0,57.4238337
11,NU2,0.077,227.8,28.5125831
12,S6,0.004,279.4,90.0000000
13,MU2,0.048,221.1,27.9682084
14,2N2,0.053,200.6,27.8953548
15,OO1,0.020,259.5,16.1391017
16,LAM2,0.013,260.9,29.4556253
17,S1,0.000,0.0,15.0000000
18,M1,0.034,265.0,14.4966939
19,J1,0.037,261.5,15.5854433
20,MM,0.079,171.2,0.5443747
21,SSA,0.000,0.0,0.0821373
22,SA,0.413,289.6,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.089,190.3,1.0980331
25,RHO,0.017,268.9,13.4715145
26,Q1,0.088,268.6,13.3986609
27,T2,0.030,274.5,29.9589333
28,R2,0.003,276.7,30.0410667
29,2Q1,0.012,270.6,12.8542862
30,P1,0.269,263.4,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.000,0.0,43.4761563
33,L2,0.056,271.3,29.5284789
34,2MK3,0.000,0.0,42.9271398
35,K2,0.139,277.8,30.0821373
36,M8,0.009,32.6,115.9364166
37,MS4,0.000,0.0,58.9841042
