Constituent#,Name,Amplitude,Phase,Speed
1,M2,2.536,109.0,28.9841042
2,S2,0.329,143.2,30.0000000
3,N2,0.463,93.4,28.4397295
4,K1,0.291,244.4,15.0410686
5,M4,0.179,132.5,57.9682084
6,O1,0.224,224.3,13.9430356
7,M6,0.107,51.8,86.9523127
8,MK3,0.059,218.2,44.0251729
9,S4,0.000,0.0,60.0000000
10,MN4,0.078,115.3,57.4238337
11,NU2,0.135,87.7,28.5125831
12,S6,0.000,0.0,90.0000000
13,MU2,0.104,221.8,27.9682084
14,2N2,0.054,76.1,27.8953548
15,OO1,0.009,264.4,16.1391017
16,LAM2,0.071,114.7,29.4556253
17,S1,0.073,200.8,15.0000000
18,M1,0.016,302.6,14.4966939
19,J1,0.013,265.1,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.122,43.6,0.0821373
22,SA,0.314,120.1,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.008,215.6,13.4715145
26,Q1,0.037,233.4,13.3986609
27,T2,0.028,135.7,29.9589333
28,R2,0.003,144.6,30.0410667
29,2Q1,0.006,204.3,12.8542862
30,P1,0.097,240.6,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.011,184.8,43.4761563
33,L2,0.245,120.0,29.5284789
34,2MK3,0.063,185.9,42.9271398
35,K2,0.104,142.0,30.0821373
36,M8,0.022,38.8,115.9364166
37,MS4,0.052,179.8,58.9841042
