Constituent#,Name,Amplitude,Phase,Speed
1,M2,2.079,221.0,28.9841042
2,S2,0.528,228.9,30.0000000
3,N2,0.452,197.2,28.4397295
4,K1,1.254,231.2,15.0410686
5,M4,0.074,130.0,57.9682084
6,O1,0.722,215.4,13.9430356
7,M6,0.016,79.9,86.9523127
8,MK3,0.000,0.0,44.0251729
9,S4,0.004,265.2,60.0000000
10,MN4,0.000,0.0,57.4238337
11,NU2,0.088,200.4,28.5125831
12,S6,0.004,297.6,90.0000000
13,MU2,0.050,213.1,27.9682084
14,2N2,0.060,173.4,27.8953548
15,OO1,0.031,246.9,16.1391017
16,LAM2,0.014,224.7,29.4556253
17,S1,0.000,0.0,15.0000000
18,M1,0.050,223.3,14.4966939
19,J1,0.057,239.0,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.121,288.3,0.0821373
22,SA,0.105,227.8,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.043,147.5,1.0980331
25,RHO,0.027,208.5,13.4715145
26,Q1,0.140,207.5,13.3986609
27,T2,0.032,228.6,29.9589333
28,R2,0.003,229.3,30.0410667
29,2Q1,0.020,199.7,12.8542862
30,P1,0.415,230.0,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.000,0.0,43.4761563
33,L2,0.058,244.6,29.5284789
34,2MK3,0.000,0.0,42.9271398
35,K2,0.143,229.6,30.0821373
36,M8,0.001,135.3,115.9364166
37,MS4,0.000,0.0,58.9841042
