Constituent#,Name,Amplitude,Phase,Speed
1,M2,1.222,180.2,28.9841042
2,S2,0.198,163.8,30.0000000
3,N2,0.341,161.3,28.4397295
4,K1,0.136,83.5,15.0410686
5,M4,0.000,0.0,57.9682084
6,O1,0.092,66.4,13.9430356
7,M6,0.000,0.0,86.9523127
8,MK3,0.000,0.0,44.0251729
9,S4,0.000,0.0,60.0000000
10,MN4,0.000,0.0,57.4238337
11,NU2,0.064,165.1,28.5125831
12,S6,0.000,0.0,90.0000000
13,MU2,0.060,138.3,27.9682084
14,2N2,0.052,140.7,27.8953548
15,OO1,0.004,100.7,16.1391017
16,LAM2,0.009,172.6,29.4556253
17,S1,0.000,0.0,15.0000000
18,M1,0.007,75.0,14.4966939
19,J1,0.007,92.0,15.5854433
20,MM,0.018,10.2,0.5443747
21,SSA,0.000,0.0,0.0821373
22,SA,0.000,0.0,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.031,23.5,1.0980331
25,RHO,0.003,59.1,13.4715145
26,Q1,0.018,47.6,13.3986609
27,T2,0.013,164.6,29.9589333
28,R2,0.002,163.0,30.0410667
29,2Q1,0.002,49.4,12.8542862
30,P1,0.039,71.1,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.014,15.8,43.4761563
33,L2,0.012,186.5,29.5284789
34,2MK3,0.000,0.0,42.9271398
35,K2,0.055,158.2,30.0821373
36,M8,0.000,0.0,115.9364166
37,MS4,0.000,0.0,58.9841042
