Constituent#,Name,Amplitude,Phase,Speed
1,M2,1.680,193.5,28.9841042
2,S2,0.405,203.7,30.0000000
3,N2,0.375,165.3,28.4397295
4,K1,1.120,223.2,15.0410686
5,M4,0.030,28.7,57.9682084
6,O1,0.695,212.6,13.9430356
7,M6,0.003,110.1,86.9523127
8,MK3,0.000,0.0,44.0251729
9,S4,0.007,41.4,60.0000000
10,MN4,0.000,0.0,57.4238337
11,NU2,0.072,169.1,28.5125831
12,S6,0.003,65.7,90.0000000
13,MU2,0.039,183.3,27.9682084
14,2N2,0.050,136.9,27.8953548
15,OO1,0.029,233.7,16.1391017
16,LAM2,0.013,198.2,29.4556253
17,S1,0.000,0.0,15.0000000
18,M1,0.049,217.9,14.4966939
19,J1,0.055,228.4,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.190,272.5,0.0821373
22,SA,0.240,263.0,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.026,208.1,13.4715145
26,Q1,0.135,207.4,13.3986609
27,T2,0.024,203.2,29.9589333
28,R2,0.003,204.0,30.0410667
29,2Q1,0.017,202.2,12.8542862
30,P1,0.371,222.4,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.000,0.0,43.4761563
33,L2,0.046,221.9,29.5284789
34,2MK3,0.000,0.0,42.9271398
35,K2,0.111,204.5,30.0821373
36,M8,0.003,141.8,115.9364166
37,MS4,0.000,0.0,58.9841042
