Constituent#,Name,Amplitude,Phase,Speed
1,M2,1.945,7.2,28.9841042
2,S2,0.425,30.0,30.0000000
3,N2,0.483,351.9,28.4397295
4,K1,0.223,165.7,15.0410686
5,M4,0.301,58.3,57.9682084
6,O1,0.167,198.6,13.9430356
7,M6,0.058,304.4,86.9523127
8,MK3,0.040,28.8,44.0251729
9,S4,0.034,23.5,60.0000000
10,MN4,0.135,9.9,57.4238337
11,NU2,0.077,344.6,28.5125831
12,S6,0.000,0.0,90.0000000
13,MU2,0.090,354.4,27.9682084
14,2N2,0.074,340.9,27.8953548
15,OO1,0.015,169.1,16.1391017
16,LAM2,0.010,18.1,29.4556253
17,S1,0.047,120.5,15.0000000
18,M1,0.012,178.1,14.4966939
19,J1,0.017,201.6,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.000,0.0,0.0821373
22,SA,0.196,131.8,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.006,212.7,13.4715145
26,Q1,0.043,183.7,13.3986609
27,T2,0.038,10.2,29.9589333
28,R2,0.003,30.9,30.0410667
29,2Q1,0.004,231.2,12.8542862
30,P1,0.081,183.2,14.9589314
31,2SM2,0.011,43.0,31.0158958
32,M3,0.030,30.1,43.4761563
33,L2,0.071,338.3,29.5284789
34,2MK3,0.054,3.1,42.9271398
35,K2,0.117,28.6,30.0821373
36,M8,0.000,0.0,115.9364166
37,MS4,0.080,142.4,58.9841042
