Constituent#,Name,Amplitude,Phase,Speed
1,M2,3.930,288.0,28.9841042
2,S2,1.339,319.9,30.0000000
3,N2,0.814,263.3,28.4397295
4,K1,1.516,273.2,15.0410686
5,M4,0.033,18.9,57.9682084
6,O1,0.942,257.3,13.9430356
7,M6,0.020,30.6,86.9523127
8,MK3,0.000,0.0,44.0251729
9,S4,0.000,0.0,60.0000000
10,MN4,0.010,340.2,57.4238337
11,NU2,0.148,267.7,28.5125831
12,S6,0.000,0.0,90.0000000
13,MU2,0.095,239.1,27.9682084
14,2N2,0.098,236.8,27.8953548
15,OO1,0.049,299.3,16.1391017
16,LAM2,0.016,285.3,29.4556253
17,S1,0.039,28.4,15.0000000
18,M1,0.049,284.5,14.4966939
19,J1,0.085,287.2,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.000,0.0,0.0821373
22,SA,0.387,253.3,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.079,163.9,1.0980331
25,RHO,0.030,251.0,13.4715145
26,Q1,0.171,250.1,13.3986609
27,T2,0.085,309.6,29.9589333
28,R2,0.010,321.1,30.0410667
29,2Q1,0.023,249.3,12.8542862
30,P1,0.479,269.1,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.013,280.4,43.4761563
33,L2,0.082,298.7,29.5284789
34,2MK3,0.000,0.0,42.9271398
35,K2,0.364,311.5,30.0821373
36,M8,0.000,0.0,115.9364166
37,MS4,0.023,95.0,58.9841042
