Constituent#,Name,Amplitude,Phase,Speed
1,M2,8.205,32.3,28.9841042
2,S2,2.826,63.1,30.0000000
3,N2,1.624,1.6,28.4397295
4,K1,2.114,307.9,15.0410686
5,M4,0.292,279.1,57.9682084
6,O1,1.256,291.1,13.9430356
7,M6,0.234,141.2,86.9523127
8,MK3,0.145,253.3,44.0251729
9,S4,0.031,17.8,60.0000000
10,MN4,0.114,259.9,57.4238337
11,NU2,0.287,22.7,28.5125831
12,S6,0.000,0.0,90.0000000
13,MU2,0.346,274.7,27.9682084
14,2N2,0.185,332.3,27.8953548
15,OO1,0.055,11.9,16.1391017
16,LAM2,0.101,60.1,29.4556253
17,S1,0.026,107.5,15.0000000
18,M1,0.079,353.1,14.4966939
19,J1,0.080,342.3,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.000,0.0,0.0821373
22,SA,0.394,243.7,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.091,163.0,1.0980331
25,RHO,0.045,276.8,13.4715145
26,Q1,0.210,290.2,13.3986609
27,T2,0.161,59.5,29.9589333
28,R2,0.050,97.4,30.0410667
29,2Q1,0.023,288.4,12.8542862
30,P1,0.606,308.2,14.9589314
31,2SM2,0.048,282.7,31.0158958
32,M3,0.033,103.9,43.4761563
33,L2,0.237,79.9,29.5284789
34,2MK3,0.146,244.9,42.9271398
35,K2,0.798,55.8,30.0821373
36,M8,0.034,14.0,115.9364166
37,MS4,0.229,319.1,58.9841042
