Constituent#,Name,Amplitude,Phase,Speed
1,M2,1.982,196.6,28.9841042
2,S2,0.488,211.2,30.0000000
3,N2,0.420,170.9,28.4397295
4,K1,1.218,222.8,15.0410686
5,M4,0.003,301.8,57.9682084
6,O1,0.774,207.1,13.9430356
7,M6,0.002,325.6,86.9523127
8,MK3,0.000,0.0,44.0251729
9,S4,0.005,305.0,60.0000000
10,MN4,0.000,0.0,57.4238337
11,NU2,0.082,174.3,28.5125831
12,S6,0.003,32.8,90.0000000
13,MU2,0.048,181.8,27.9682084
14,2N2,0.054,145.2,27.8953548
15,OO1,0.033,238.6,16.1391017
16,LAM2,0.013,203.4,29.4556253
17,S1,0.000,0.0,15.0000000
18,M1,0.056,215.0,14.4966939
19,J1,0.062,230.7,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.190,272.5,0.0821373
22,SA,0.240,263.0,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.030,200.3,13.4715145
26,Q1,0.151,199.3,13.3986609
27,T2,0.029,210.7,29.9589333
28,R2,0.003,211.9,30.0410667
29,2Q1,0.020,191.5,12.8542862
30,P1,0.404,221.7,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.000,0.0,43.4761563
33,L2,0.056,222.3,29.5284789
34,2MK3,0.000,0.0,42.9271398
35,K2,0.132,212.4,30.0821373
36,M8,0.002,223.2,115.9364166
37,MS4,0.000,0.0,58.9841042
