Constituent#,Name,Amplitude,Phase,Speed
1,M2,0.992,46.8,28.9841042
2,S2,0.213,56.6,30.0000000
3,N2,0.260,22.2,28.4397295
4,K1,0.244,178.7,15.0410686
5,M4,0.075,342.7,57.9682084
6,O1,0.176,209.8,13.9430356
7,M6,0.040,160.3,86.9523127
8,MK3,0.019,16.9,44.0251729
9,S4,0.011,327.7,60.0000000
10,MN4,0.044,307.4,57.4238337
11,NU2,0.046,33.6,28.5125831
12,S6,0.000,0.0,90.0000000
13,MU2,0.066,354.5,27.9682084
14,2N2,0.041,354.6,27.8953548
15,OO1,0.012,184.6,16.1391017
16,LAM2,0.014,147.1,29.4556253
17,S1,0.022,143.6,15.0000000
18,M1,0.011,223.4,14.4966939
19,J1,0.020,202.7,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.110,50.9,0.0821373
22,SA,0.227,135.1,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.013,228.1,13.4715145
26,Q1,0.049,192.6,13.3986609
27,T2,0.018,41.7,29.9589333
28,R2,0.002,57.0,30.0410667
29,2Q1,0.012,199.4,12.8542862
30,P1,0.077,193.7,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.014,52.1,43.4761563
33,L2,0.028,168.3,29.5284789
34,2MK3,0.018,6.2,42.9271398
35,K2,0.061,61.6,30.0821373
36,M8,0.000,0.0,115.9364166
37,MS4,0.000,0.0,58.9841042
