Constituent#,Name,Amplitude,Phase,Speed
1,M2,0.997,20.2,28.9841042
2,S2,0.223,64.7,30.0000000
3,N2,0.174,355.5,28.4397295
4,K1,0.528,338.3,15.0410686
5,M4,0.180,306.5,57.9682084
6,O1,0.226,354.0,13.9430356
7,M6,0.020,249.4,86.9523127
8,MK3,0.148,276.0,44.0251729
9,S4,0.010,67.5,60.0000000
10,MN4,0.062,283.7,57.4238337
11,NU2,0.046,358.2,28.5125831
12,S6,0.000,0.0,90.0000000
13,MU2,0.052,151.5,27.9682084
14,2N2,0.036,247.8,27.8953548
15,OO1,0.003,35.1,16.1391017
16,LAM2,0.033,54.8,29.4556253
17,S1,0.141,7.0,15.0000000
18,M1,0.026,21.8,14.4966939
19,J1,0.036,56.8,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.000,0.0,0.0821373
22,SA,0.000,0.0,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.016,36.9,13.4715145
26,Q1,0.059,348.3,13.3986609
27,T2,0.036,54.4,29.9589333
28,R2,0.043,75.9,30.0410667
29,2Q1,0.010,70.8,12.8542862
30,P1,0.082,9.1,14.9589314
31,2SM2,0.016,232.5,31.0158958
32,M3,0.030,146.4,43.4761563
33,L2,0.046,0.2,29.5284789
34,2MK3,0.112,259.1,42.9271398
35,K2,0.085,54.5,30.0821373
36,M8,0.010,29.9,115.9364166
37,MS4,0.079,341.7,58.9841042
