Constituent#,Name,Amplitude,Phase,Speed
1,M2,0.563,90.8,28.9841042
2,S2,0.105,281.5,30.0000000
3,N2,0.220,36.0,28.4397295
4,K1,1.249,336.0,15.0410686
5,M4,0.007,297.6,57.9682084
6,O1,0.888,315.6,13.9430356
7,M6,0.003,250.7,86.9523127
8,MK3,0.011,123.4,44.0251729
9,S4,0.0,0.0,60.0
10,MN4,0.003,241.7,57.4238337
11,NU2,0.044,50.2,28.5125831
12,S6,0.0,0.0,90.0
13,MU2,0.036,335.0,27.9682084
14,2N2,0.040,351.7,27.8953548
15,OO1,0.033,7.0,16.1391017
16,LAM2,0.0,0.0,29.455626
17,S1,0.046,113.6,15.0000000
18,M1,0.043,344.5,14.4966939
19,J1,0.067,351.4,15.5854433
20,MM,0.0,0.0,0.5443747
21,SSA,0.091,235.8,0.0821373
22,SA,0.192,254.7,0.0410686
23,MSF,0.0,0.0,1.0158958
24,MF,0.0,0.0,1.0980331
25,RHO,0.032,302.5,13.4715145
26,Q1,0.163,305.5,13.3986609
27,T2,0.012,313.4,29.9589333
28,R2,0.004,272.4,30.0410667
29,2Q1,0.017,306.7,12.8542862
30,P1,0.402,331.1,14.9589314
31,2SM2,0.0,0.0,31.015896
32,M3,0.012,155.2,43.4761563
33,L2,0.0,0.0,29.528479
34,2MK3,0.010,69.9,42.9271398
35,K2,0.033,306.5,30.0821373
36,M8,0.0,0.0,115.93642
37,MS4,0.0,0.0,58.984104
