Constituent#,Name,Amplitude,Phase,Speed
1,M2,7.159,7,28.984104
2,S2,0.256,105.7,30
3,N2,1.893,314.3,28.43973
4,K1,2.602,69.4,15.041069
5,M4,0.623,278.2,57.96821
6,O1,1.512,41.1,13.943035
7,M6,0.207,94.4,86.95232
8,MK3,0,0,44.025173
9,S4,0.007,334.5,60
10,MN4,0,0,57.423832
11,NU2,0.367,321.3,28.512583
12,S6,0.007,100,90
13,MU2,0.167,272.6,27.968208
14,2N2,0.249,261.4,27.895355
15,OO1,0.066,97.7,16.139101
16,LAM2,0.049,50.9,29.455626
17,S1,0,0,15
18,M1,0.108,55.4,14.496694
19,J1,0.121,83.5,15.5854435
20,MM,0,0,0.5443747
21,SSA,0,0,0.0821373
22,SA,0,0,0.0410686
23,MSF,0,0,1.0158958
24,MF,0,0,1.0980331
25,RHO,0.059,29,13.471515
26,Q1,0.295,27.1,13.398661
27,T2,0.016,100.8,29.958933
28,R2,0.003,114.8,30.041067
29,2Q1,0.039,13,12.854286
30,P1,0.86,67.4,14.958931
31,2SM2,0,0,31.015896
32,M3,0,0,43.47616
33,L2,0.2,60,29.528479
34,2MK3,0,0,42.92714
35,K2,0.069,113.6,30.082138
36,M8,0.072,321.7,115.93642
37,MS4,0,0,58.984104
