Constituent#,Name,Amplitude,Phase,Speed
1,M2,4.104,109.2,28.9841042
2,S2,0.605,146.6,30.0000000
3,N2,0.964,77.6,28.4397295
4,K1,0.448,203.3,15.0410686
5,M4,0.097,35.2,57.9682084
6,O1,0.364,187.9,13.9430356
7,M6,0.133,294.6,86.9523127
8,MK3,0.000,0.0,44.0251729
9,S4,0.005,229.4,60.0000000
10,MN4,0.000,0.0,57.4238337
11,NU2,0.187,81.8,28.5125831
12,S6,0.004,127.9,90.0000000
13,MU2,0.098,71.8,27.9682084
14,2N2,0.128,46.0,27.8953548
15,OO1,0.016,218.7,16.1391017
16,LAM2,0.030,126.6,29.4556253
17,S1,0.000,0.0,15.0000000
18,M1,0.026,195.6,14.4966939
19,J1,0.030,211.0,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.000,0.0,0.0821373
22,SA,0.000,0.0,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.013,181.2,13.4715145
26,Q1,0.071,180.3,13.3986609
27,T2,0.036,145.2,29.9589333
28,R2,0.005,147.7,30.0410667
29,2Q1,0.010,172.6,12.8542862
30,P1,0.148,202.1,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.000,0.0,43.4761563
33,L2,0.115,140.9,29.5284789
34,2MK3,0.000,0.0,42.9271398
35,K2,0.164,149.7,30.0821373
36,M8,0.005,230.7,115.9364166
37,MS4,0.000,0.0,58.9841042
