Constituent#,Name,Amplitude,Phase,Speed
1,M2,0.783,263.2,28.9841042
2,S2,0.119,285.6,30.0000000
3,N2,0.153,240.6,28.4397295
4,K1,0.164,340.4,15.0410686
5,M4,0.035,90.5,57.9682084
6,O1,0.129,355.9,13.9430356
7,M6,0.000,0.0,86.9523127
8,MK3,0.018,82.0,44.0251729
9,S4,0.000,0.0,60.0000000
10,MN4,0.014,58.1,57.4238337
11,NU2,0.036,245.1,28.5125831
12,S6,0.000,0.0,90.0000000
13,MU2,0.000,0.0,27.9682084
14,2N2,0.018,222.8,27.8953548
15,OO1,0.005,324.8,16.1391017
16,LAM2,0.021,287.0,29.4556253
17,S1,0.061,305.8,15.0000000
18,M1,0.009,348.0,14.4966939
19,J1,0.010,337.2,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.108,40.2,0.0821373
22,SA,0.281,133.4,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.005,2.4,13.4715145
26,Q1,0.022,329.6,13.3986609
27,T2,0.013,269.3,29.9589333
28,R2,0.001,286.6,30.0410667
29,2Q1,0.003,11.2,12.8542862
30,P1,0.064,336.3,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.000,0.0,43.4761563
33,L2,0.062,289.7,29.5284789
34,2MK3,0.016,79.6,42.9271398
35,K2,0.039,283.8,30.0821373
36,M8,0.000,0.0,115.9364166
37,MS4,0.010,129.7,58.9841042
