Constituent#,Name,Amplitude,Phase,Speed
1,M2,0.562,198.8,28.9841042
2,S2,0.084,225.9,30.0000000
3,N2,0.118,172.3,28.4397295
4,K1,0.090,315.6,15.0410686
5,M4,0.018,276.5,57.9682084
6,O1,0.076,332.4,13.9430356
7,M6,0.011,301.2,86.9523127
8,MK3,0.011,331.8,44.0251729
9,S4,0.000,0.0,60.0000000
10,MN4,0.000,0.0,57.4238337
11,NU2,0.026,177.8,28.5125831
12,S6,0.000,0.0,90.0000000
13,MU2,0.000,0.0,27.9682084
14,2N2,0.014,149.6,27.8953548
15,OO1,0.003,298.8,16.1391017
16,LAM2,0.012,229.3,29.4556253
17,S1,0.047,290.5,15.0000000
18,M1,0.005,324.0,14.4966939
19,J1,0.006,307.3,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.112,36.1,0.0821373
22,SA,0.285,131.4,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.003,339.6,13.4715145
26,Q1,0.019,306.7,13.3986609
27,T2,0.005,224.7,29.9589333
28,R2,0.001,227.0,30.0410667
29,2Q1,0.002,349.1,12.8542862
30,P1,0.040,318.9,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.000,0.0,43.4761563
33,L2,0.038,233.8,29.5284789
34,2MK3,0.010,324.8,42.9271398
35,K2,0.027,223.5,30.0821373
36,M8,0.000,0.0,115.9364166
37,MS4,0.000,0.0,58.9841042
