Constituent#,Name,Amplitude,Phase,Speed
1,M2,2.061,359.9,28.9841042
2,S2,0.361,28.4,30.0000000
3,N2,0.451,346.6,28.4397295
4,K1,0.353,169.6,15.0410686
5,M4,0.012,61.0,57.9682084
6,O1,0.160,174.6,13.9430356
7,M6,0.052,21.6,86.9523127
8,MK3,0.000,0.0,44.0251729
9,S4,0.007,53.6,60.0000000
10,MN4,0.000,0.0,57.4238337
11,NU2,0.087,348.4,28.5125831
12,S6,0.005,307.4,90.0000000
13,MU2,0.049,331.3,27.9682084
14,2N2,0.060,333.3,27.8953548
15,OO1,0.007,164.4,16.1391017
16,LAM2,0.013,13.2,29.4556253
17,S1,0.000,0.0,15.0000000
18,M1,0.012,172.0,14.4966939
19,J1,0.012,167.2,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.092,42.9,0.0821373
22,SA,0.220,129.1,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.007,177.2,13.4715145
26,Q1,0.031,177.0,13.3986609
27,T2,0.021,27.2,29.9589333
28,R2,0.003,29.6,30.0410667
29,2Q1,0.003,180.1,12.8542862
30,P1,0.117,170.0,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.000,0.0,43.4761563
33,L2,0.058,13.2,29.5284789
34,2MK3,0.000,0.0,42.9271398
35,K2,0.098,30.8,30.0821373
36,M8,0.004,119.7,115.9364166
37,MS4,0.000,0.0,58.9841042
