Constituent#,Name,Amplitude,Phase,Speed
1,M2,2.020,31.1,28.9841042
2,S2,0.355,56.8,30.0000000
3,N2,0.438,10.6,28.4397295
4,K1,0.338,201.7,15.0410686
5,M4,0.042,186.3,57.9682084
6,O1,0.273,188.6,13.9430356
7,M6,0.019,349.5,86.9523127
8,MK3,0.000,0.0,44.0251729
9,S4,0.000,0.0,60.0000000
10,MN4,0.023,177.8,57.4238337
11,NU2,0.093,11.4,28.5125831
12,S6,0.000,0.0,90.0000000
13,MU2,0.039,16.9,27.9682084
14,2N2,0.054,356.6,27.8953548
15,OO1,0.013,239.3,16.1391017
16,LAM2,0.028,55.0,29.4556253
17,S1,0.025,133.1,15.0000000
18,M1,0.012,221.4,14.4966939
19,J1,0.022,194.7,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.101,41.3,0.0821373
22,SA,0.172,140.5,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.011,177.4,13.4715145
26,Q1,0.043,182.9,13.3986609
27,T2,0.036,30.5,29.9589333
28,R2,0.011,280.3,30.0410667
29,2Q1,0.007,175.5,12.8542862
30,P1,0.110,199.1,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.011,110.0,43.4761563
33,L2,0.065,48.0,29.5284789
34,2MK3,0.000,0.0,42.9271398
35,K2,0.099,51.9,30.0821373
36,M8,0.000,0.0,115.9364166
37,MS4,0.013,205.9,58.9841042
