Constituent#,Name,Amplitude,Phase,Speed
1,M2,0.093,343.0,28.9841042
2,S2,0.030,9.2,30.0000000
3,N2,0.012,307.6,28.4397295
4,K1,0.270,232.8,15.0410686
5,M4,0.006,250.0,57.9682084
6,O1,0.205,226.1,13.9430356
7,M6,0.000,0.0,86.9523127
8,MK3,0.001,207.7,44.0251729
9,S4,0.001,186.6,60.0000000
10,MN4,0.005,151.1,57.4238337
11,NU2,0.003,352.7,28.5125831
12,S6,0.000,0.0,90.0000000
13,MU2,0.002,166.4,27.9682084
14,2N2,0.001,162.9,27.8953548
15,OO1,0.013,244.5,16.1391017
16,LAM2,0.002,14.7,29.4556253
17,S1,0.016,234.9,15.0000000
18,M1,0.011,255.1,14.4966939
19,J1,0.018,233.6,15.5854433
20,MM,0.023,340.2,0.5443747
21,SSA,0.000,0.0,0.0821373
22,SA,0.179,179.0,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.052,0.2,1.0980331
25,RHO,0.008,221.6,13.4715145
26,Q1,0.037,212.1,13.3986609
27,T2,0.001,92.1,29.9589333
28,R2,0.001,61.5,30.0410667
29,2Q1,0.005,203.0,12.8542862
30,P1,0.082,232.6,14.9589314
31,2SM2,0.002,9.3,31.0158958
32,M3,0.004,34.7,43.4761563
33,L2,0.007,5.9,29.5284789
34,2MK3,0.001,42.5,42.9271398
35,K2,0.008,5.7,30.0821373
36,M8,0.000,0.0,115.9364166
37,MS4,0.004,349.4,58.9841042
