Constituent#,Name,Amplitude,Phase,Speed
1,M2,3.838,116.8,28.9841042
2,S2,0.641,145.6,30.0000000
3,N2,0.783,91.1,28.4397295
4,K1,0.335,187.9,15.0410686
5,M4,0.091,145.9,57.9682084
6,O1,0.216,220.8,13.9430356
7,M6,0.197,169.0,86.9523127
8,MK3,0.000,0.0,44.0251729
9,S4,0.008,164.6,60.0000000
10,MN4,0.000,0.0,57.4238337
11,NU2,0.152,94.5,28.5125831
12,S6,0.005,219.4,90.0000000
13,MU2,0.092,300.6,27.9682084
14,2N2,0.104,65.4,27.8953548
15,OO1,0.009,155.1,16.1391017
16,LAM2,0.027,130.2,29.4556253
17,S1,0.000,0.0,15.0000000
18,M1,0.015,204.2,14.4966939
19,J1,0.017,171.5,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.079,60.1,0.0821373
22,SA,0.213,135.5,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.008,235.0,13.4715145
26,Q1,0.041,237.1,13.3986609
27,T2,0.038,144.5,29.9589333
28,R2,0.005,146.9,30.0410667
29,2Q1,0.005,253.7,12.8542862
30,P1,0.111,190.4,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.000,0.0,43.4761563
33,L2,0.107,142.5,29.5284789
34,2MK3,0.000,0.0,42.9271398
35,K2,0.174,148.0,30.0821373
36,M8,0.011,208.5,115.9364166
37,MS4,0.000,0.0,58.9841042
