Constituent#,Name,Amplitude,Phase,Speed
1,M2,1.697,50.0,28.9841042
2,S2,0.314,65.2,30.0000000
3,N2,0.475,28.2,28.4397295
4,K1,0.265,184.9,15.0410686
5,M4,0.298,65.4,57.9682084
6,O1,0.230,194.9,13.9430356
7,M6,0.068,292.4,86.9523127
8,MK3,0.026,12.7,44.0251729
9,S4,0.029,20.5,60.0000000
10,MN4,0.120,14.8,57.4238337
11,NU2,0.089,35.6,28.5125831
12,S6,0.018,320.1,90.0000000
13,MU2,0.080,4.0,27.9682084
14,2N2,0.077,15.7,27.8953548
15,OO1,0.016,194.8,16.1391017
16,LAM2,0.011,126.0,29.4556253
17,S1,0.033,117.4,15.0000000
18,M1,0.023,191.5,14.4966939
19,J1,0.019,179.9,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.000,0.0,0.0821373
22,SA,0.000,0.0,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.012,185.1,13.4715145
26,Q1,0.049,185.1,13.3986609
27,T2,0.039,61.8,29.9589333
28,R2,0.002,65.8,30.0410667
29,2Q1,0.006,204.7,12.8542862
30,P1,0.103,185.4,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.024,43.0,43.4761563
33,L2,0.011,90.3,29.5284789
34,2MK3,0.035,354.8,42.9271398
35,K2,0.080,63.8,30.0821373
36,M8,0.019,229.1,115.9364166
37,MS4,0.081,143.4,58.9841042
