Constituent#,Name,Amplitude,Phase,Speed
1,M2,1.859,4.3,28.9841042
2,S2,0.450,27.0,30.0000000
3,N2,0.393,338.0,28.4397295
4,K1,2.477,277.5,15.0410686
5,M4,0.054,142.3,57.9682084
6,O1,1.398,254.7,13.9430356
7,M6,0.031,203.2,86.9523127
8,MK3,0.000,0.0,44.0251729
9,S4,0.010,139.6,60.0000000
10,MN4,0.000,0.0,57.4238337
11,NU2,0.076,341.5,28.5125831
12,S6,0.002,112.7,90.0000000
13,MU2,0.046,341.6,27.9682084
14,2N2,0.052,311.6,27.8953548
15,OO1,0.060,300.3,16.1391017
16,LAM2,0.013,14.8,29.4556253
17,S1,0.000,0.0,15.0000000
18,M1,0.099,266.2,14.4966939
19,J1,0.111,288.8,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.128,221.0,0.0821373
22,SA,0.279,280.4,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.053,245.0,13.4715145
26,Q1,0.271,243.5,13.3986609
27,T2,0.026,26.0,29.9589333
28,R2,0.003,27.8,30.0410667
29,2Q1,0.036,232.1,12.8542862
30,P1,0.821,275.8,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.000,0.0,43.4761563
33,L2,0.052,30.7,29.5284789
34,2MK3,0.000,0.0,42.9271398
35,K2,0.121,28.8,30.0821373
36,M8,0.003,105.6,115.9364166
37,MS4,0.000,0.0,58.9841042
