Constituent#,Name,Amplitude,Phase,Speed
1,M2,0.074,7.6,28.9841042
2,S2,0.041,17.2,30.0000000
3,N2,0.012,27.1,28.4397295
4,K1,0.274,233.1,15.0410686
5,M4,0.037,0.6,57.9682084
6,O1,0.203,231.5,13.9430356
7,M6,0.004,123.8,86.9523127
8,MK3,0.010,355.6,44.0251729
9,S4,0.003,133.9,60.0000000
10,MN4,0.014,322.6,57.4238337
11,NU2,0.002,115.7,28.5125831
12,S6,0.001,294.4,90.0000000
13,MU2,0.002,21.6,27.9682084
14,2N2,0.002,59.7,27.8953548
15,OO1,0.012,235.0,16.1391017
16,LAM2,0.001,311.5,29.4556253
17,S1,0.008,204.6,15.0000000
18,M1,0.013,264.9,14.4966939
19,J1,0.016,229.2,15.5854433
20,MM,0.016,348.0,0.5443747
21,SSA,0.000,0.0,0.0821373
22,SA,0.144,180.9,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.065,359.3,1.0980331
25,RHO,0.006,226.0,13.4715145
26,Q1,0.036,219.9,13.3986609
27,T2,0.002,0.1,29.9589333
28,R2,0.002,9.5,30.0410667
29,2Q1,0.004,221.4,12.8542862
30,P1,0.083,232.5,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.003,54.4,43.4761563
33,L2,0.004,355.4,29.5284789
34,2MK3,0.009,11.3,42.9271398
35,K2,0.010,12.9,30.0821373
36,M8,0.001,6.9,115.9364166
37,MS4,0.007,54.5,58.9841042
