Constituent#,Name,Amplitude,Phase,Speed
1,M2,0.879,129.2,28.9841042
2,S2,0.125,156.8,30.0000000
3,N2,0.190,111.0,28.4397295
4,K1,0.210,257.2,15.0410686
5,M4,0.036,163.7,57.9682084
6,O1,0.138,278.5,13.9430356
7,M6,0.030,146.8,86.9523127
8,MK3,0.000,0.0,44.0251729
9,S4,0.003,170.9,60.0000000
10,MN4,0.000,0.0,57.4238337
11,NU2,0.036,113.5,28.5125831
12,S6,0.003,294.7,90.0000000
13,MU2,0.020,101.6,27.9682084
14,2N2,0.026,93.0,27.8953548
15,OO1,0.007,233.2,16.1391017
16,LAM2,0.007,142.0,29.4556253
17,S1,0.000,0.0,15.0000000
18,M1,0.010,266.9,14.4966939
19,J1,0.010,242.8,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.121,33.9,0.0821373
22,SA,0.157,149.2,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.007,292.9,13.4715145
26,Q1,0.026,290.9,13.3986609
27,T2,0.007,155.7,29.9589333
28,R2,0.000,0.0,30.0410667
29,2Q1,0.003,299.5,12.8542862
30,P1,0.069,258.8,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.000,0.0,43.4761563
33,L2,0.026,147.2,29.5284789
34,2MK3,0.000,0.0,42.9271398
35,K2,0.033,159.1,30.0821373
36,M8,0.003,110.3,115.9364166
37,MS4,0.000,0.0,58.9841042
