Constituent#,Name,Amplitude,Phase,Speed
1,M2,1.750,270.2,28.9841042
2,S2,0.316,287.7,30.0000000
3,N2,0.318,249.3,28.4397295
4,K1,0.973,261.7,15.0410686
5,M4,0.034,54.9,57.9682084
6,O1,0.534,245.7,13.9430356
7,M6,0.020,194.2,86.9523127
8,MK3,0.000,0.0,44.0251729
9,S4,0.002,195.0,60.0000000
10,MN4,0.000,0.0,57.4238337
11,NU2,0.062,252.2,28.5125831
12,S6,0.002,266.2,90.0000000
13,MU2,0.043,252.8,27.9682084
14,2N2,0.043,228.5,27.8953548
15,OO1,0.023,277.7,16.1391017
16,LAM2,0.013,278.4,29.4556253
17,S1,0.000,0.0,15.0000000
18,M1,0.039,253.7,14.4966939
19,J1,0.043,269.6,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.197,285.7,0.0821373
22,SA,0.000,0.0,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.020,238.8,13.4715145
26,Q1,0.103,237.7,13.3986609
27,T2,0.020,287.0,29.9589333
28,R2,0.003,288.4,30.0410667
29,2Q1,0.013,229.8,12.8542862
30,P1,0.322,260.5,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.000,0.0,43.4761563
33,L2,0.049,291.0,29.5284789
34,2MK3,0.000,0.0,42.9271398
35,K2,0.087,289.1,30.0821373
36,M8,0.003,284.4,115.9364166
37,MS4,0.000,0.0,58.9841042
