Constituent#,Name,Amplitude,Phase,Speed
1,M2,1.691,15.4,28.9841042
2,S2,0.402,41.3,30.0000000
3,N2,0.354,348.7,28.4397295
4,K1,2.150,281.3,15.0410686
5,M4,0.043,139.3,57.9682084
6,O1,1.206,259.1,13.9430356
7,M6,0.010,202.6,86.9523127
8,MK3,0.000,0.0,44.0251729
9,S4,0.005,174.7,60.0000000
10,MN4,0.000,0.0,57.4238337
11,NU2,0.069,352.3,28.5125831
12,S6,0.004,191.7,90.0000000
13,MU2,0.039,349.6,27.9682084
14,2N2,0.047,321.9,27.8953548
15,OO1,0.052,303.6,16.1391017
16,LAM2,0.013,27.4,29.4556253
17,S1,0.000,0.0,15.0000000
18,M1,0.085,270.3,14.4966939
19,J1,0.095,292.4,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.000,0.0,0.0821373
22,SA,0.000,0.0,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.046,249.5,13.4715145
26,Q1,0.234,248.0,13.3986609
27,T2,0.023,40.3,29.9589333
28,R2,0.003,42.4,30.0410667
29,2Q1,0.032,236.9,12.8542862
30,P1,0.712,279.6,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.000,0.0,43.4761563
33,L2,0.046,42.0,29.5284789
34,2MK3,0.000,0.0,42.9271398
35,K2,0.110,43.4,30.0821373
36,M8,0.002,103.7,115.9364166
37,MS4,0.000,0.0,58.9841042
