Constituent#,Name,Amplitude,Phase,Speed
1,M2,3.928,111.6,28.9841042
2,S2,0.629,143.2,30.0000000
3,N2,0.795,80.4,28.4397295
4,K1,0.409,208.4,15.0410686
5,M4,0.053,355.0,57.9682084
6,O1,0.338,184.8,13.9430356
7,M6,0.021,179.7,86.9523127
8,MK3,0.000,0.0,44.0251729
9,S4,0.008,56.0,60.0000000
10,MN4,0.000,0.0,57.4238337
11,NU2,0.154,84.6,28.5125831
12,S6,0.006,208.2,90.0000000
13,MU2,0.094,298.5,27.9682084
14,2N2,0.106,49.2,27.8953548
15,OO1,0.014,232.0,16.1391017
16,LAM2,0.028,126.3,29.4556253
17,S1,0.000,0.0,15.0000000
18,M1,0.024,196.7,14.4966939
19,J1,0.027,220.1,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.052,101.0,0.0821373
22,SA,0.108,125.0,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.013,174.7,13.4715145
26,Q1,0.066,173.1,13.3986609
27,T2,0.037,142.0,29.9589333
28,R2,0.005,144.5,30.0410667
29,2Q1,0.009,161.4,12.8542862
30,P1,0.135,206.6,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.000,0.0,43.4761563
33,L2,0.110,142.8,29.5284789
34,2MK3,0.000,0.0,42.9271398
35,K2,0.171,145.8,30.0821373
36,M8,0.002,0.9,115.9364166
37,MS4,0.000,0.0,58.9841042
