Constituent#,Name,Amplitude,Phase,Speed
1,M2,1.220,58.3,28.9841042
2,S2,0.223,69.9,30.0000000
3,N2,0.285,34.6,28.4397295
4,K1,0.244,178.5,15.0410686
5,M4,0.085,343.7,57.9682084
6,O1,0.174,209.0,13.9430356
7,M6,0.039,206.1,86.9523127
8,MK3,0.017,28.9,44.0251729
9,S4,0.012,344.1,60.0000000
10,MN4,0.046,313.3,57.4238337
11,NU2,0.056,44.8,28.5125831
12,S6,0.000,0.0,90.0000000
13,MU2,0.045,347.7,27.9682084
14,2N2,0.041,13.4,27.8953548
15,OO1,0.011,209.8,16.1391017
16,LAM2,0.020,113.2,29.4556253
17,S1,0.022,145.5,15.0000000
18,M1,0.017,253.9,14.4966939
19,J1,0.019,215.6,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.059,69.4,0.0821373
22,SA,0.181,135.3,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.006,222.0,13.4715145
26,Q1,0.050,193.4,13.3986609
27,T2,0.022,52.4,29.9589333
28,R2,0.002,70.4,30.0410667
29,2Q1,0.010,233.8,12.8542862
30,P1,0.074,189.8,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.012,66.4,43.4761563
33,L2,0.036,127.1,29.5284789
34,2MK3,0.014,15.2,42.9271398
35,K2,0.060,70.8,30.0821373
36,M8,0.000,0.0,115.9364166
37,MS4,0.012,5.7,58.9841042
