Constituent#,Name,Amplitude,Phase,Speed
1,M2,0.750,133.9,28.9841042
2,S2,0.104,158.9,30.0000000
3,N2,0.159,118.4,28.4397295
4,K1,0.132,258.2,15.0410686
5,M4,0.024,169.9,57.9682084
6,O1,0.104,255.1,13.9430356
7,M6,0.010,168.9,86.9523127
8,MK3,0.000,0.0,44.0251729
9,S4,0.002,78.6,60.0000000
10,MN4,0.000,0.0,57.4238337
11,NU2,0.031,120.5,28.5125831
12,S6,0.001,29.8,90.0000000
13,MU2,0.018,316.8,27.9682084
14,2N2,0.021,103.0,27.8953548
15,OO1,0.005,261.4,16.1391017
16,LAM2,0.005,145.5,29.4556253
17,S1,0.000,0.0,15.0000000
18,M1,0.008,256.7,14.4966939
19,J1,0.008,259.8,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.000,0.0,0.0821373
22,SA,0.000,0.0,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.004,253.8,13.4715145
26,Q1,0.020,253.6,13.3986609
27,T2,0.006,157.9,29.9589333
28,R2,0.001,159.9,30.0410667
29,2Q1,0.003,252.0,12.8542862
30,P1,0.044,258.0,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.000,0.0,43.4761563
33,L2,0.021,149.3,29.5284789
34,2MK3,0.000,0.0,42.9271398
35,K2,0.028,160.9,30.0821373
36,M8,0.002,40.7,115.9364166
37,MS4,0.000,0.0,58.9841042
