Constituent#,Name,Amplitude,Phase,Speed
1,M2,5.350,98.2,28.9841042
2,S2,0.726,138.4,30.0000000
3,N2,1.083,64.8,28.4397295
4,K1,0.481,192.8,15.0410686
5,M4,0.274,106.5,57.9682084
6,O1,0.401,180.1,13.9430356
7,M6,0.053,356.5,86.9523127
8,MK3,0.000,0.0,44.0251729
9,S4,0.001,34.7,60.0000000
10,MN4,0.000,0.0,57.4238337
11,NU2,0.210,69.3,28.5125831
12,S6,0.009,59.7,90.0000000
13,MU2,0.128,282.2,27.9682084
14,2N2,0.144,31.5,27.8953548
15,OO1,0.017,205.5,16.1391017
16,LAM2,0.037,116.8,29.4556253
17,S1,0.000,0.0,15.0000000
18,M1,0.029,186.5,14.4966939
19,J1,0.032,199.1,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.000,0.0,0.0821373
22,SA,0.000,0.0,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.015,174.7,13.4715145
26,Q1,0.078,173.8,13.3986609
27,T2,0.043,136.8,29.9589333
28,R2,0.006,140.0,30.0410667
29,2Q1,0.010,167.5,12.8542862
30,P1,0.159,191.9,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.000,0.0,43.4761563
33,L2,0.150,131.6,29.5284789
34,2MK3,0.000,0.0,42.9271398
35,K2,0.198,141.7,30.0821373
36,M8,0.025,162.2,115.9364166
37,MS4,0.000,0.0,58.9841042
