Constituent#,Name,Amplitude,Phase,Speed
1,M2,2.920,225.0,28.9841042
2,S2,0.800,250.6,30.0000000
3,N2,0.615,200.3,28.4397295
4,K1,1.438,235.0,15.0410686
5,M4,0.000,0.0,57.9682084
6,O1,0.885,218.5,13.9430356
7,M6,0.000,0.0,86.9523127
8,MK3,0.000,0.0,44.0251729
9,S4,0.000,0.0,60.0000000
10,MN4,0.000,0.0,57.4238337
11,NU2,0.124,208.4,28.5125831
12,S6,0.000,0.0,90.0000000
13,MU2,0.065,171.3,27.9682084
14,2N2,0.072,171.6,27.8953548
15,OO1,0.055,266.7,16.1391017
16,LAM2,0.015,269.6,29.4556253
17,S1,0.018,37.3,15.0000000
18,M1,0.055,244.2,14.4966939
19,J1,0.085,246.7,15.5854433
20,MM,0.090,174.7,0.5443747
21,SSA,0.062,258.7,0.0821373
22,SA,0.403,281.6,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.061,155.0,1.0980331
25,RHO,0.031,213.8,13.4715145
26,Q1,0.156,212.6,13.3986609
27,T2,0.054,257.3,29.9589333
28,R2,0.006,251.7,30.0410667
29,2Q1,0.019,191.2,12.8542862
30,P1,0.449,232.7,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.000,0.0,43.4761563
33,L2,0.071,251.3,29.5284789
34,2MK3,0.000,0.0,42.9271398
35,K2,0.212,240.7,30.0821373
36,M8,0.000,0.0,115.9364166
37,MS4,0.000,0.0,58.9841042
