Constituent#,Name,Amplitude,Phase,Speed
1,M2,0.591,232.5,28.9841042
2,S2,0.118,348.5,30.0000000
3,N2,0.177,177.2,28.4397295
4,K1,1.460,112.2,15.0410686
5,M4,0.013,158.3,57.9682084
6,O1,0.860,58.6,13.9430356
7,M6,0.007,324.4,86.9523127
8,MK3,0.000,0.0,44.0251729
9,S4,0.003,340.7,60.0000000
10,MN4,0.000,0.0,57.4238337
11,NU2,0.036,184.6,28.5125831
12,S6,0.003,65.4,90.0000000
13,MU2,0.013,116.5,27.9682084
14,2N2,0.023,121.8,27.8953548
15,OO1,0.036,165.8,16.1391017
16,LAM2,0.003,286.3,29.4556253
17,S1,0.000,0.0,15.0000000
18,M1,0.062,85.6,14.4966939
19,J1,0.069,138.8,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.000,0.0,0.0821373
22,SA,0.000,0.0,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.033,35.7,13.4715145
26,Q1,0.167,32.1,13.3986609
27,T2,0.007,343.9,29.9589333
28,R2,0.000,0.0,30.0410667
29,2Q1,0.023,5.5,12.8542862
30,P1,0.482,108.2,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.000,0.0,43.4761563
33,L2,0.016,287.8,29.5284789
34,2MK3,0.000,0.0,42.9271398
35,K2,0.033,357.9,30.0821373
36,M8,0.003,57.8,115.9364166
37,MS4,0.000,0.0,58.9841042
