Constituent#,Name,Amplitude,Phase,Speed
1,M2,0.138,289.9,28.9841042
2,S2,0.046,280.6,30.0000000
3,N2,0.036,262.2,28.4397295
4,K1,0.240,229.7,15.0410686
5,M4,0.0,0.0,57.9682084
6,O1,0.203,225.0,13.9430356
7,M6,0.0,0.0,86.9523127
8,MK3,0.0,0.0,44.025173
9,S4,0.0,0.0,60.0000000
10,MN4,0.0,0.0,57.4238337
11,NU2,0.007,259.1,28.5125831
12,S6,0.0,0.0,90.0
13,MU2,0.0,0.0,27.968208
14,2N2,0.007,222.0,27.8953548
15,OO1,0.013,239.2,16.1391017
16,LAM2,0.0,0.0,29.455626
17,S1,0.007,156.8,15.0000000
18,M1,0.013,261.2,14.4966939
19,J1,0.016,225.0,15.5854433
20,MM,0.0,0.0,0.5443747
21,SSA,0.066,84.2,0.0821373
22,SA,0.164,165.9,0.0410686
23,MSF,0.0,0.0,1.0158958
24,MF,0.0,0.0,1.0980331
25,RHO,0.010,203.8,13.4715145
26,Q1,0.036,205.1,13.3986609
27,T2,0.007,320.7,29.9589333
28,R2,0.0,0.0,30.041067
29,2Q1,0.0,0.0,12.854286
30,P1,0.079,228.8,14.9589314
31,2SM2,0.0,0.0,31.015896
32,M3,0.0,0.0,43.47616
33,L2,0.010,350.6,29.5284789
34,2MK3,0.0,0.0,42.92714
35,K2,0.010,276.1,30.0821373
36,M8,0.0,0.0,115.93642
37,MS4,0.0,0.0,58.984104
