Constituent#,Name,Amplitude,Phase,Speed
1,M2,1.936,26.8,28.9841042
2,S2,0.335,63.2,30.0000000
3,N2,0.413,16.9,28.4397295
4,K1,0.276,204.0,15.0410686
5,M4,0.082,221.8,57.9682084
6,O1,0.285,216.7,13.9430356
7,M6,0.082,106.6,86.9523127
8,MK3,0.039,7.2,44.0251729
9,S4,0.023,313.8,60.0000000
10,MN4,0.046,226.0,57.4238337
11,NU2,0.079,5.5,28.5125831
12,S6,0.000,0.0,90.0000000
13,MU2,0.089,69.0,27.9682084
14,2N2,0.059,17.8,27.8953548
15,OO1,0.013,191.2,16.1391017
16,LAM2,0.046,357.3,29.4556253
17,S1,0.046,183.5,15.0000000
18,M1,0.020,274.3,14.4966939
19,J1,0.016,245.3,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.125,40.3,0.0821373
22,SA,0.200,155.3,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.016,214.4,13.4715145
26,Q1,0.062,203.0,13.3986609
27,T2,0.036,37.4,29.9589333
28,R2,0.013,265.6,30.0410667
29,2Q1,0.013,151.8,12.8542862
30,P1,0.095,211.0,14.9589314
31,2SM2,0.000,0.0,31.0158958
32,M3,0.016,118.4,43.4761563
33,L2,0.112,1.8,29.5284789
34,2MK3,0.039,9.7,42.9271398
35,K2,0.089,59.0,30.0821373
36,M8,0.000,0.0,115.9364166
37,MS4,0.023,231.8,58.9841042
