Constituent#,Name,Amplitude,Phase,Speed
1,M2,3.231,240.7,28.9841042
2,S2,0.886,271.3,30.0000000
3,N2,0.665,217.9,28.4397295
4,K1,1.393,244.0,15.0410686
5,M4,0.084,210.0,57.9682084
6,O1,0.850,228.4,13.9430356
7,M6,0.055,19.9,86.9523127
8,MK3,0.033,191.2,44.0251729
9,S4,0.004,336.6,60.0000000
10,MN4,0.032,195.2,57.4238337
11,NU2,0.133,218.6,28.5125831
12,S6,0.003,144.5,90.0000000
13,MU2,0.053,240.8,27.9682084
14,2N2,0.075,193.0,27.8953548
15,OO1,0.046,278.0,16.1391017
16,LAM2,0.031,230.0,29.4556253
17,S1,0.038,31.3,15.0000000
18,M1,0.047,268.2,14.4966939
19,J1,0.072,259.9,15.5854433
20,MM,0.077,171.2,0.5443747
21,SSA,0.000,0.0,0.0821373
22,SA,0.414,289.6,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.090,190.3,1.0980331
25,RHO,0.025,220.7,13.4715145
26,Q1,0.149,222.4,13.3986609
27,T2,0.047,277.6,29.9589333
28,R2,0.017,210.1,30.0410667
29,2Q1,0.018,233.7,12.8542862
30,P1,0.429,239.9,14.9589314
31,2SM2,0.016,80.7,31.0158958
32,M3,0.004,264.1,43.4761563
33,L2,0.099,243.1,29.5284789
34,2MK3,0.013,108.8,42.9271398
35,K2,0.237,264.3,30.0821373
36,M8,0.013,11.3,115.9364166
37,MS4,0.044,254.7,58.9841042
